DATE,WEEKDAY,STATION,COUNT_PICKUP,COUNT_RETURN,BALANCE,CAPACITY,IMBALANCE_FACTOR,TURNOVER
2022-09-30,yes,10th St & Rhode Island Ave NE,3.0,1.0,-2.0,19,-0.1,0.2
2022-10-01,no,10th St & Rhode Island Ave NE,3.0,7.0,4.0,19,0.2,0.2
2022-10-05,yes,10th St & Rhode Island Ave NE,0.0,1.0,1.0,19,0.1,0.0
2022-10-06,yes,10th St & Rhode Island Ave NE,4.0,4.0,0.0,19,0.0,0.2
2022-10-07,yes,10th St & Rhode Island Ave NE,4.0,5.0,1.0,19,0.1,0.2
2022-10-08,no,10th St & Rhode Island Ave NE,4.0,4.0,0.0,19,0.0,0.2
2022-10-09,no,10th St & Rhode Island Ave NE,5.0,3.0,-2.0,19,-0.1,0.3
2022-10-10,yes,10th St & Rhode Island Ave NE,1.0,2.0,1.0,19,0.1,0.1
2022-10-11,yes,10th St & Rhode Island Ave NE,3.0,1.0,-2.0,19,-0.1,0.2
2022-10-12,yes,10th St & Rhode Island Ave NE,1.0,3.0,2.0,19,0.1,0.1
2022-10-13,yes,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2022-10-14,yes,10th St & Rhode Island Ave NE,2.0,6.0,4.0,19,0.2,0.1
2022-10-15,no,10th St & Rhode Island Ave NE,10.0,8.0,-2.0,19,-0.1,0.5
2022-10-16,no,10th St & Rhode Island Ave NE,9.0,8.0,-1.0,19,-0.1,0.5
2022-10-17,yes,10th St & Rhode Island Ave NE,1.0,2.0,1.0,19,0.1,0.1
2022-10-18,yes,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
2022-10-21,yes,10th St & Rhode Island Ave NE,1.0,2.0,1.0,19,0.1,0.1
2022-10-22,no,10th St & Rhode Island Ave NE,11.0,11.0,0.0,19,0.0,0.6
2022-10-23,no,10th St & Rhode Island Ave NE,7.0,10.0,3.0,19,0.2,0.4
2022-10-24,yes,10th St & Rhode Island Ave NE,3.0,1.0,-2.0,19,-0.1,0.2
2022-10-25,yes,10th St & Rhode Island Ave NE,4.0,3.0,-1.0,19,-0.1,0.2
2022-10-26,yes,10th St & Rhode Island Ave NE,3.0,5.0,2.0,19,0.1,0.2
2022-10-27,yes,10th St & Rhode Island Ave NE,1.0,4.0,3.0,19,0.2,0.1
2022-10-28,yes,10th St & Rhode Island Ave NE,3.0,3.0,0.0,19,0.0,0.2
2022-10-29,no,10th St & Rhode Island Ave NE,9.0,8.0,-1.0,19,-0.1,0.5
2022-10-30,no,10th St & Rhode Island Ave NE,5.0,3.0,-2.0,19,-0.1,0.3
2022-10-31,yes,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2022-11-01,yes,10th St & Rhode Island Ave NE,4.0,7.0,3.0,19,0.2,0.2
2022-11-02,yes,10th St & Rhode Island Ave NE,6.0,2.0,-4.0,19,-0.2,0.3
2022-11-03,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2022-11-05,no,10th St & Rhode Island Ave NE,6.0,6.0,0.0,19,0.0,0.3
2022-11-06,no,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2022-11-07,yes,10th St & Rhode Island Ave NE,3.0,3.0,0.0,19,0.0,0.2
2022-11-08,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2022-11-09,yes,10th St & Rhode Island Ave NE,6.0,5.0,-1.0,19,-0.1,0.3
2022-11-10,yes,10th St & Rhode Island Ave NE,5.0,4.0,-1.0,19,-0.1,0.3
2022-11-11,yes,10th St & Rhode Island Ave NE,0.0,3.0,3.0,19,0.2,0.0
2022-11-12,no,10th St & Rhode Island Ave NE,5.0,7.0,2.0,19,0.1,0.3
2022-11-13,no,10th St & Rhode Island Ave NE,4.0,3.0,-1.0,19,-0.1,0.2
2022-11-14,yes,10th St & Rhode Island Ave NE,3.0,4.0,1.0,19,0.1,0.2
2022-11-15,yes,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2022-11-16,yes,10th St & Rhode Island Ave NE,3.0,3.0,0.0,19,0.0,0.2
2022-11-17,yes,10th St & Rhode Island Ave NE,2.0,5.0,3.0,19,0.2,0.1
2022-11-18,yes,10th St & Rhode Island Ave NE,5.0,2.0,-3.0,19,-0.2,0.3
2022-11-19,no,10th St & Rhode Island Ave NE,3.0,1.0,-2.0,19,-0.1,0.2
2022-11-23,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2022-11-24,yes,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
2022-11-25,yes,10th St & Rhode Island Ave NE,3.0,6.0,3.0,19,0.2,0.2
2022-11-26,no,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2022-11-27,no,10th St & Rhode Island Ave NE,3.0,1.0,-2.0,19,-0.1,0.2
2022-11-28,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2022-11-29,yes,10th St & Rhode Island Ave NE,3.0,5.0,2.0,19,0.1,0.2
2022-11-30,yes,10th St & Rhode Island Ave NE,0.0,2.0,2.0,19,0.1,0.0
2022-12-01,yes,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
2022-12-03,no,10th St & Rhode Island Ave NE,1.0,4.0,3.0,19,0.2,0.1
2022-12-04,no,10th St & Rhode Island Ave NE,1.0,3.0,2.0,19,0.1,0.1
2022-12-05,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2022-12-06,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2022-12-07,yes,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
2022-12-08,yes,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2022-12-09,yes,10th St & Rhode Island Ave NE,1.0,3.0,2.0,19,0.1,0.1
2022-12-10,no,10th St & Rhode Island Ave NE,5.0,3.0,-2.0,19,-0.1,0.3
2022-12-11,no,10th St & Rhode Island Ave NE,6.0,1.0,-5.0,19,-0.3,0.3
2022-12-12,yes,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2022-12-13,yes,10th St & Rhode Island Ave NE,4.0,1.0,-3.0,19,-0.2,0.2
2022-12-14,yes,10th St & Rhode Island Ave NE,5.0,5.0,0.0,19,0.0,0.3
2022-12-15,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2022-12-16,yes,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2022-12-17,no,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2022-12-18,no,10th St & Rhode Island Ave NE,1.0,2.0,1.0,19,0.1,0.1
2022-12-19,yes,10th St & Rhode Island Ave NE,1.0,4.0,3.0,19,0.2,0.1
2022-12-20,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2022-12-21,yes,10th St & Rhode Island Ave NE,4.0,2.0,-2.0,19,-0.1,0.2
2022-12-23,yes,10th St & Rhode Island Ave NE,1.0,3.0,2.0,19,0.1,0.1
2022-12-25,no,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2022-12-26,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2022-12-27,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2022-12-28,yes,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2022-12-29,yes,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2022-12-30,yes,10th St & Rhode Island Ave NE,5.0,3.0,-2.0,19,-0.1,0.3
2023-01-01,no,10th St & Rhode Island Ave NE,7.0,5.0,-2.0,19,-0.1,0.4
2023-01-02,yes,10th St & Rhode Island Ave NE,7.0,6.0,-1.0,19,-0.1,0.4
2023-01-03,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-01-04,yes,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2023-01-05,yes,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2023-01-06,yes,10th St & Rhode Island Ave NE,5.0,6.0,1.0,19,0.1,0.3
2023-01-07,no,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2023-01-08,no,10th St & Rhode Island Ave NE,0.0,1.0,1.0,19,0.1,0.0
2023-01-09,yes,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2023-01-12,yes,10th St & Rhode Island Ave NE,0.0,1.0,1.0,19,0.1,0.0
2023-01-13,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-01-14,no,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
2023-01-18,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2023-01-20,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2023-01-21,no,10th St & Rhode Island Ave NE,0.0,2.0,2.0,19,0.1,0.0
2023-01-22,no,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2023-01-23,yes,10th St & Rhode Island Ave NE,3.0,1.0,-2.0,19,-0.1,0.2
2023-01-24,yes,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
2023-01-26,yes,10th St & Rhode Island Ave NE,3.0,3.0,0.0,19,0.0,0.2
2023-01-27,yes,10th St & Rhode Island Ave NE,1.0,2.0,1.0,19,0.1,0.1
2023-01-28,no,10th St & Rhode Island Ave NE,3.0,3.0,0.0,19,0.0,0.2
2023-01-31,yes,10th St & Rhode Island Ave NE,0.0,1.0,1.0,19,0.1,0.0
2023-02-01,yes,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
2023-02-02,yes,10th St & Rhode Island Ave NE,3.0,4.0,1.0,19,0.1,0.2
2023-02-03,yes,10th St & Rhode Island Ave NE,4.0,3.0,-1.0,19,-0.1,0.2
2023-02-04,no,10th St & Rhode Island Ave NE,1.0,3.0,2.0,19,0.1,0.1
2023-02-05,no,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2023-02-06,yes,10th St & Rhode Island Ave NE,1.0,2.0,1.0,19,0.1,0.1
2023-02-07,yes,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2023-02-08,yes,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2023-02-09,yes,10th St & Rhode Island Ave NE,1.0,3.0,2.0,19,0.1,0.1
2023-02-10,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2023-02-11,no,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2023-02-12,no,10th St & Rhode Island Ave NE,0.0,2.0,2.0,19,0.1,0.0
2023-02-13,yes,10th St & Rhode Island Ave NE,1.0,3.0,2.0,19,0.1,0.1
2023-02-14,yes,10th St & Rhode Island Ave NE,3.0,3.0,0.0,19,0.0,0.2
2023-02-15,yes,10th St & Rhode Island Ave NE,0.0,1.0,1.0,19,0.1,0.0
2023-02-16,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-02-17,yes,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2023-02-19,no,10th St & Rhode Island Ave NE,4.0,2.0,-2.0,19,-0.1,0.2
2023-02-20,yes,10th St & Rhode Island Ave NE,4.0,1.0,-3.0,19,-0.2,0.2
2023-02-21,yes,10th St & Rhode Island Ave NE,0.0,1.0,1.0,19,0.1,0.0
2023-02-22,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2023-02-23,yes,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2023-02-24,yes,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2023-02-25,no,10th St & Rhode Island Ave NE,1.0,2.0,1.0,19,0.1,0.1
2023-02-27,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-02-28,yes,10th St & Rhode Island Ave NE,3.0,3.0,0.0,19,0.0,0.2
2023-03-01,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-03-02,yes,10th St & Rhode Island Ave NE,2.0,5.0,3.0,19,0.2,0.1
2023-03-03,yes,10th St & Rhode Island Ave NE,5.0,3.0,-2.0,19,-0.1,0.3
2023-03-04,no,10th St & Rhode Island Ave NE,5.0,4.0,-1.0,19,-0.1,0.3
2023-03-05,no,10th St & Rhode Island Ave NE,3.0,4.0,1.0,19,0.1,0.2
2023-03-06,yes,10th St & Rhode Island Ave NE,4.0,4.0,0.0,19,0.0,0.2
2023-03-07,yes,10th St & Rhode Island Ave NE,4.0,4.0,0.0,19,0.0,0.2
2023-03-08,yes,10th St & Rhode Island Ave NE,3.0,1.0,-2.0,19,-0.1,0.2
2023-03-09,yes,10th St & Rhode Island Ave NE,5.0,7.0,2.0,19,0.1,0.3
2023-03-10,yes,10th St & Rhode Island Ave NE,6.0,4.0,-2.0,19,-0.1,0.3
2023-03-11,no,10th St & Rhode Island Ave NE,4.0,2.0,-2.0,19,-0.1,0.2
2023-03-12,no,10th St & Rhode Island Ave NE,3.0,3.0,0.0,19,0.0,0.2
2023-03-13,yes,10th St & Rhode Island Ave NE,4.0,5.0,1.0,19,0.1,0.2
2023-03-14,yes,10th St & Rhode Island Ave NE,4.0,3.0,-1.0,19,-0.1,0.2
2023-03-15,yes,10th St & Rhode Island Ave NE,3.0,3.0,0.0,19,0.0,0.2
2023-03-16,yes,10th St & Rhode Island Ave NE,5.0,4.0,-1.0,19,-0.1,0.3
2023-03-17,yes,10th St & Rhode Island Ave NE,5.0,6.0,1.0,19,0.1,0.3
2023-03-18,no,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-03-19,no,10th St & Rhode Island Ave NE,3.0,1.0,-2.0,19,-0.1,0.2
2023-03-20,yes,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
2023-03-22,yes,10th St & Rhode Island Ave NE,1.0,4.0,3.0,19,0.2,0.1
2023-03-23,yes,10th St & Rhode Island Ave NE,3.0,3.0,0.0,19,0.0,0.2
2023-03-24,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2023-03-25,no,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
2023-03-26,no,10th St & Rhode Island Ave NE,1.0,2.0,1.0,19,0.1,0.1
2023-03-27,yes,10th St & Rhode Island Ave NE,3.0,1.0,-2.0,19,-0.1,0.2
2023-03-28,yes,10th St & Rhode Island Ave NE,4.0,3.0,-1.0,19,-0.1,0.2
2023-03-29,yes,10th St & Rhode Island Ave NE,4.0,8.0,4.0,19,0.2,0.2
2023-03-30,yes,10th St & Rhode Island Ave NE,8.0,5.0,-3.0,19,-0.2,0.4
2023-03-31,yes,10th St & Rhode Island Ave NE,1.0,2.0,1.0,19,0.1,0.1
2023-04-01,no,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-04-02,no,10th St & Rhode Island Ave NE,5.0,6.0,1.0,19,0.1,0.3
2023-04-03,yes,10th St & Rhode Island Ave NE,7.0,6.0,-1.0,19,-0.1,0.4
2023-04-04,yes,10th St & Rhode Island Ave NE,4.0,3.0,-1.0,19,-0.1,0.2
2023-04-05,yes,10th St & Rhode Island Ave NE,9.0,9.0,0.0,19,0.0,0.5
2023-04-06,yes,10th St & Rhode Island Ave NE,3.0,3.0,0.0,19,0.0,0.2
2023-04-07,yes,10th St & Rhode Island Ave NE,4.0,3.0,-1.0,19,-0.1,0.2
2023-04-08,no,10th St & Rhode Island Ave NE,4.0,3.0,-1.0,19,-0.1,0.2
2023-04-09,no,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-04-10,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-04-11,yes,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2023-04-12,yes,10th St & Rhode Island Ave NE,4.0,6.0,2.0,19,0.1,0.2
2023-04-13,yes,10th St & Rhode Island Ave NE,9.0,10.0,1.0,19,0.1,0.5
2023-04-14,yes,10th St & Rhode Island Ave NE,7.0,5.0,-2.0,19,-0.1,0.4
2023-04-15,no,10th St & Rhode Island Ave NE,5.0,7.0,2.0,19,0.1,0.3
2023-04-16,no,10th St & Rhode Island Ave NE,4.0,4.0,0.0,19,0.0,0.2
2023-04-17,yes,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
2023-04-18,yes,10th St & Rhode Island Ave NE,4.0,3.0,-1.0,19,-0.1,0.2
2023-04-19,yes,10th St & Rhode Island Ave NE,7.0,11.0,4.0,19,0.2,0.4
2023-04-20,yes,10th St & Rhode Island Ave NE,5.0,2.0,-3.0,19,-0.2,0.3
2023-04-21,yes,10th St & Rhode Island Ave NE,4.0,3.0,-1.0,19,-0.1,0.2
2023-04-22,no,10th St & Rhode Island Ave NE,3.0,4.0,1.0,19,0.1,0.2
2023-04-23,no,10th St & Rhode Island Ave NE,2.0,4.0,2.0,19,0.1,0.1
2023-04-24,yes,10th St & Rhode Island Ave NE,2.0,2.0,0.0,19,0.0,0.1
2023-04-25,yes,10th St & Rhode Island Ave NE,7.0,6.0,-1.0,19,-0.1,0.4
2023-04-26,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-04-27,yes,10th St & Rhode Island Ave NE,5.0,5.0,0.0,19,0.0,0.3
2023-04-28,yes,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2023-04-29,no,10th St & Rhode Island Ave NE,6.0,4.0,-2.0,19,-0.1,0.3
2023-04-30,no,10th St & Rhode Island Ave NE,1.0,1.0,0.0,19,0.0,0.1
2023-05-01,yes,10th St & Rhode Island Ave NE,2.0,1.0,-1.0,19,-0.1,0.1
2023-05-02,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-05-03,yes,10th St & Rhode Island Ave NE,5.0,2.0,-3.0,19,-0.2,0.3
2023-05-04,yes,10th St & Rhode Island Ave NE,4.0,3.0,-1.0,19,-0.1,0.2
2023-05-05,yes,10th St & Rhode Island Ave NE,5.0,5.0,0.0,19,0.0,0.3
2023-05-06,no,10th St & Rhode Island Ave NE,6.0,12.0,6.0,19,0.3,0.3
2023-05-07,no,10th St & Rhode Island Ave NE,4.0,6.0,2.0,19,0.1,0.2
2023-05-08,yes,10th St & Rhode Island Ave NE,4.0,7.0,3.0,19,0.2,0.2
2023-05-09,yes,10th St & Rhode Island Ave NE,1.0,2.0,1.0,19,0.1,0.1
2023-05-10,yes,10th St & Rhode Island Ave NE,3.0,9.0,6.0,19,0.3,0.2
2023-05-11,yes,10th St & Rhode Island Ave NE,8.0,5.0,-3.0,19,-0.2,0.4
2023-05-12,yes,10th St & Rhode Island Ave NE,18.0,14.0,-4.0,19,-0.2,0.9
2023-05-13,no,10th St & Rhode Island Ave NE,8.0,7.0,-1.0,19,-0.1,0.4
2023-05-14,no,10th St & Rhode Island Ave NE,10.0,3.0,-7.0,19,-0.4,0.5
2023-05-15,yes,10th St & Rhode Island Ave NE,3.0,4.0,1.0,19,0.1,0.2
2023-05-16,yes,10th St & Rhode Island Ave NE,7.0,10.0,3.0,19,0.2,0.4
2023-05-17,yes,10th St & Rhode Island Ave NE,4.0,8.0,4.0,19,0.2,0.2
2023-05-19,yes,10th St & Rhode Island Ave NE,7.0,7.0,0.0,19,0.0,0.4
2023-05-20,no,10th St & Rhode Island Ave NE,0.0,3.0,3.0,19,0.2,0.0
2023-05-21,no,10th St & Rhode Island Ave NE,11.0,9.0,-2.0,19,-0.1,0.6
2023-05-22,yes,10th St & Rhode Island Ave NE,7.0,4.0,-3.0,19,-0.2,0.4
2023-05-23,yes,10th St & Rhode Island Ave NE,6.0,4.0,-2.0,19,-0.1,0.3
2023-05-24,yes,10th St & Rhode Island Ave NE,6.0,6.0,0.0,19,0.0,0.3
2023-05-25,yes,10th St & Rhode Island Ave NE,6.0,8.0,2.0,19,0.1,0.3
2023-05-26,yes,10th St & Rhode Island Ave NE,8.0,4.0,-4.0,19,-0.2,0.4
2023-05-27,no,10th St & Rhode Island Ave NE,5.0,22.0,17.0,19,0.9,0.3
2023-05-28,no,10th St & Rhode Island Ave NE,12.0,7.0,-5.0,19,-0.3,0.6
2023-05-29,yes,10th St & Rhode Island Ave NE,0.0,5.0,5.0,19,0.3,0.0
2023-05-30,yes,10th St & Rhode Island Ave NE,6.0,4.0,-2.0,19,-0.1,0.3
2023-05-31,yes,10th St & Rhode Island Ave NE,10.0,5.0,-5.0,19,-0.3,0.5
2023-06-01,yes,10th St & Rhode Island Ave NE,9.0,6.0,-3.0,19,-0.2,0.5
2023-06-02,yes,10th St & Rhode Island Ave NE,6.0,5.0,-1.0,19,-0.1,0.3
2023-06-03,no,10th St & Rhode Island Ave NE,11.0,10.0,-1.0,19,-0.1,0.6
2023-06-04,no,10th St & Rhode Island Ave NE,12.0,18.0,6.0,19,0.3,0.6
2023-06-05,yes,10th St & Rhode Island Ave NE,11.0,9.0,-2.0,19,-0.1,0.6
2023-06-06,yes,10th St & Rhode Island Ave NE,12.0,11.0,-1.0,19,-0.1,0.6
2023-06-07,yes,10th St & Rhode Island Ave NE,10.0,12.0,2.0,19,0.1,0.5
2023-06-08,yes,10th St & Rhode Island Ave NE,9.0,5.0,-4.0,19,-0.2,0.5
2023-06-09,yes,10th St & Rhode Island Ave NE,4.0,4.0,0.0,19,0.0,0.2
2023-06-10,no,10th St & Rhode Island Ave NE,12.0,14.0,2.0,19,0.1,0.6
2023-06-11,no,10th St & Rhode Island Ave NE,9.0,10.0,1.0,19,0.1,0.5
2023-06-12,yes,10th St & Rhode Island Ave NE,8.0,8.0,0.0,19,0.0,0.4
2023-06-13,yes,10th St & Rhode Island Ave NE,1.0,7.0,6.0,19,0.3,0.1
2023-06-14,yes,10th St & Rhode Island Ave NE,2.0,3.0,1.0,19,0.1,0.1
2023-06-15,yes,10th St & Rhode Island Ave NE,6.0,4.0,-2.0,19,-0.1,0.3
2023-06-16,yes,10th St & Rhode Island Ave NE,3.0,7.0,4.0,19,0.2,0.2
2023-06-17,no,10th St & Rhode Island Ave NE,14.0,6.0,-8.0,19,-0.4,0.7
2023-06-18,no,10th St & Rhode Island Ave NE,5.0,3.0,-2.0,19,-0.1,0.3
2023-06-19,yes,10th St & Rhode Island Ave NE,3.0,7.0,4.0,19,0.2,0.2
2023-06-20,yes,10th St & Rhode Island Ave NE,11.0,10.0,-1.0,19,-0.1,0.6
2023-06-21,yes,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
2023-06-22,yes,10th St & Rhode Island Ave NE,6.0,4.0,-2.0,19,-0.1,0.3
2023-06-23,yes,10th St & Rhode Island Ave NE,4.0,4.0,0.0,19,0.0,0.2
2023-06-24,no,10th St & Rhode Island Ave NE,12.0,7.0,-5.0,19,-0.3,0.6
2023-06-25,no,10th St & Rhode Island Ave NE,8.0,10.0,2.0,19,0.1,0.4
2023-06-26,yes,10th St & Rhode Island Ave NE,3.0,2.0,-1.0,19,-0.1,0.2
